index,comment,date,platform,title,product
103,很好，一觉睡到自然醒,睡眠软糖 2021-02-04 10:48,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
104,吃完睡得很香 午觉从没这么安心过,睡眠软糖 2021-02-01 18:11,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
105,味道不错，很好吃，下次还会再来的。,睡眠软糖 2021-01-31 15:41,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
106,效果非常好,睡眠软糖 2021-01-31 14:15,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
107,货收到，物流也很快，听朋友说这家店不错，收到比我想像的好，价格也实惠，值得购买好评,明目软糖 2021-01-31 12:52,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
108,物超所值，客服也不错，推荐,睡眠软糖 2021-01-29 17:38,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
109,保质期挺久的，口感很好，跟qq糖?差不多，味道也很好闻，发货也很快，值得信赖,牛磺酸气泡含片 2021-01-29 15:31,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
110,蛮不错的东西，快递公司很给力。,维生素软糖 2021-01-29 09:15,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
111,甜甜的，很喜欢吃，口感很好，带有嚼劲,维生素软糖 2021-01-27 21:35,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
112,非常棒，疫情期间还能收到货，心里暖暖的(??ω??),明目软糖 2021-01-27 19:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
113,非常棒，疫情期间还能收到货，心里暖暖的(??ω??),餐前咀嚼糖 2021-01-27 19:01,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
114,味道甜甜的，包装品质都挺好的，很有质感,维生素软糖 2021-01-27 18:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
115,收到了，浆果味比较浓，好吃，一不小心容易吃过头 ，包装很好看，非常酷炫,维生素软糖*5 2021-01-27 18:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
116,好看的盒子，里面是独立包装，非常容易携带，对于胖胖的女孩来说吃这些是为了阻断自身的碳水淀粉吸收很有必要的，打开像奶片一样，淡淡的水果口味，没有粉渣的感觉，入口即化,餐前咀嚼糖 2021-01-27 17:45,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
117,味道还行 效果是有的 物流也很快,牛磺酸气泡含片 2021-01-27 17:22,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
118,糖果造型很喜欢，独特独立包装卫生干净,睡眠软糖 2021-01-27 17:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
119,很不错哦，包装也特别好看，会继续回购，想试试其他颜色的，会继续关注回购,牛磺酸气泡含片 2021-01-27 17:13,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
120,物流很快，缓解疲劳不错,明目软糖 2021-01-27 16:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
121,帮助阻断糖和卡路里的吸收，大餐前必备，小小一包很方便。,餐前咀嚼糖 2021-01-27 14:59,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
122,独立包装非常好，轻度失眠两颗就够了，橙子汁味道非常好,维生素软糖 2021-01-27 13:45,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
123,糖非常好吃，吃了几天，睡眠质量都变好了，分享给好友,维生素软糖 2021-01-27 13:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
124,包装完好无损，保质期新鲜一年半，口感就像QQ糖，味道很好闻，第一次食用，第二天早上依旧犯困，想睡觉,餐前咀嚼糖 2021-01-27 12:33,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
125,物流很快，物品完好无损，用起来很舒服，喜欢?跟我在实体店买的一模一样！还是一样的好用，开心这质量真是太意外了，实物美美哒，触感很好，很推荐哦~,鼓掌软糖 2021-01-27 01:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
126,物流很快，味道很好，有需要的亲可以购买,维生素软糖*5 2021-01-26 22:15,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
127,已经收货几天差不多吃完了，软糖味道很好，酸酸甜甜的，好吃又能阻断卡路里，两全其美,维生素软糖*5 2021-01-26 21:32,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
128,物流快，包装很好看，酸酸甜甜的好吃又能补充维生素，直得购买,维生素软糖 2021-01-26 21:25,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
129,包装很好，没有破损，酸酸甜甜特别好吃，和实体店的一样，但是价格便宜好多,明目软糖 2021-01-26 21:01,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
130,糖果非常不错，软软的很甜，就跟真的糖果一样！效果也很不错！,维生素软糖*5 2021-01-26 20:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
131,日期比较新鲜 ，包装看上去很卡通。也特别可爱，试了以后追加评论…主要是第一次买，希望有效…物流很快发货很快,餐前咀嚼糖 2021-01-26 20:38,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
132,带着酸甜味，维C软糖真的太好吃了，可以增**生素，预防感冒，效果真是棒棒的,明目软糖 2021-01-26 15:29,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
133,年前大餐前必备，独立包装小小一包很方便，帮助阻断糖和卡路里的吸收，味道不错,餐前咀嚼糖 2021-01-26 13:16,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
134,东西很不错，非常满意，用过才来评价，推荐给大家！！！,维生素软糖 2021-01-26 10:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
135,收到吃上了，无蔗糖很健康，造型可爱十足，软软的口感非常好,睡眠软糖 2021-01-25 22:03,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
136,超级喜欢，很好吃，酸酸软软，而且不粘牙，包装也很漂亮，日期很新,维生素软糖*5 2021-01-25 21:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
137,哇真的很醒脑晚上困了来一片能量满满。,牛磺酸气泡含片 2021-01-25 17:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
138,发货很快的，吃着味道还不错，助眠和缓解疲劳劳效果很好，喜欢满意,明目软糖 2021-01-25 17:36,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
139,发货很快，包装的很好，味道也不错，酸酸甜甜！,睡眠软糖 2021-01-25 16:46,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
140,朋友推荐买的，压力大 最近老是睡不好，晚上醒好几次，希望吃了真的有帮助，包装特别 看起来还不错，分量很足,明目软糖 2021-01-25 15:03,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
141,特别好吃，水果味的糖果，反正我是很喜欢，还0脂哦，各位姐妹们赶紧下手吧！,维生素软糖 2021-01-25 09:07,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
142,造型可爱，很喜欢这个味道，不甜不腻的，功能强大，提神醒脑,牛磺酸气泡含片 2021-01-24 20:50,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
143,物流快，糖是橙汁的味道，我喜欢，软软的不甜不腻的，口感非常好,维生素软糖*5 2021-01-24 20:49,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
144,很喜欢这个味道，不甜不腻的，很合适,明目软糖 2021-01-24 20:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
145,口感很不错，助睡疗法很好，下次继续光顾,睡眠软糖 2021-01-24 20:33,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
146,物流快，包装精致小巧，产品不错，味道很好，有效果的话会继续关注的,餐前咀嚼糖 2021-01-24 15:29,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
147,很喜欢这个橙子味，包装简单特别，味道酸酸的甜甜的，跟糖果差不多,维生素软糖 2021-01-24 12:49,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
148,发货速度很快，包装严实完好无损，对于天天加班的人来说，效果很理想，吃一颗睡意全无，还有精神，值得购买！,明目软糖 2021-01-24 11:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
149,vc软糖酸酸甜甜味道很棒，补充vc既能美白又可以提高抵抗力，关键容易坚持，包装也很漂亮,维生素软糖 2021-01-24 10:56,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
150,口感不错，无糖的也很健康，价格实惠，还会来的,睡眠软糖 2021-01-23 20:56,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
151,首先给客服点赞，买之前客服就一直耐心回答我的问题，东西收到后由于操作不熟练，发生器我安装不对，客服细心地教我安装，其实安装是很简单的。使用后，真心感觉此商品不错，首先样子是我喜欢的，也是比较了很多品牌后才决定买这款的。其次，洗出来的果蔬看着确实干净，手感没有油腻滑溜的感觉，很是清爽、涩的感觉。最后，果蔬生吃后没有拉肚子现象。,餐前咀嚼糖 2021-01-23 20:31,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
152,物流挺快的，包装的也不错，口味纯正，很满意,餐前咀嚼糖 2021-01-23 09:47,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
153,快递很快就收到了，包装完好精致，味道挺好，甜甜的，晚上可以美美的睡一觉了,明目软糖 2021-01-23 09:09,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
154,收到货了，物流很快，服务周到，价格合理，满意的一次购物。,牛磺酸气泡含片 2021-01-22 23:17,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
155,收到货了，物流很快，服务周到，价格合理，挺不错的。,维生素软糖 2021-01-22 22:57,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
156,包装很精致，独立包装方便，橙子汁的味道很不错，会继续回购,维生素软糖*5 2021-01-22 21:27,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
157,物流快，包装好，试了几颗很不错,睡眠软糖 2021-01-22 20:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
158,大餐救星帮助阻断糖和卡路里的吸收，节日大餐前必备，独立的小小一包很方便。,餐前咀嚼糖 2021-01-22 19:20,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
159,护眼糖吃起来的味道非常喜欢，感觉效果很好的，包装严实完好，店家值得信奈，还会回购的。,明目软糖 2021-01-22 16:27,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
160,物流很快就到了，东西很不错，软软QQ的，微甜，有助睡眠，满意,睡眠软糖 2021-01-22 16:23,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
161,物流快，包装特别，独立小包装很卫生，造型小怪兽一样的，酸甜可口，味道很不错呢,牛磺酸气泡含片 2021-01-22 15:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
162,包装很精美 看着应该不错，希望对睡眠有用，味道跟软糖一样甜甜的，挺好吃，日期也很新鲜。,维生素软糖*5 2021-01-22 15:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
163,橙子味很足，软软的口感特别好，补充维生素对身体好，抵抗力更强,维生素软糖*5 2021-01-22 14:30,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
164,包装很好，味道不错好吃，甜甜的喜欢，客服态度好，物美价廉，,明目软糖 2021-01-22 13:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
165,易胖体质再也不怕多吃了！节日难免会不自觉吃很多东西，有了这个就不用担心吃多发福啦！太好啦！,餐前咀嚼糖 2021-01-22 13:04,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
166,收到了，物流很快，包装很精美，味道也很好，效果不错，卖家服务态度很好，值得推荐,牛磺酸气泡含片 2021-01-22 12:38,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
167,包装的精美，漂亮，吃着甜甜的，很不错，缓解疲劳，累了来两颗，挺满意的,明目软糖 2021-01-22 12:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
168,口感很不错，包装严实，用着效果很好。卖家发货快，服务态度好，好评！,明目软糖 2021-01-22 12:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
169,包装很好。日期新鲜，奶片口感好吃了一天，没有什么不舒服，坚持使用期待效果。,餐前咀嚼糖 2021-01-22 09:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
170,包装好，品质好，包装日期新鲜，果味很浓，我和闺蜜都爱吃，推荐哦,明目软糖 2021-01-21 18:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
171,包装很有新意，口感很好，酸酸甜甜，持续用一段时间，看看效果怎么样,餐前咀嚼糖 2021-01-21 18:40,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
172,个人感觉味道不错，很好吃 酸酸甜甜的，水果味道很浓郁 而且价格也很合适,牛磺酸气泡含片 2021-01-21 18:18,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
173,酸酸甜甜很好吃，小朋友也很喜欢这个味道,维生素软糖 2021-01-21 17:27,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
174,超级满意，快递也很给力，囤了不少货，够吃一阵子了！我自己换了一个袋子，比较好收纳。要不然有点占地儿。 强烈推荐绿色的糖，对舒缓眼睛非常有帮助,明目软糖 2021-01-21 17:17,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
175,这个糖果很棒，酸酸甜甜乳酸菌，味道很棒随餐吃。喜欢,餐前咀嚼糖 2021-01-21 17:02,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
176,物流很快，包装精美，口感很好，酸酸甜甜的。缓解睡眠效果很好。,明目软糖 2021-01-21 16:19,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
177,货收到了物流非常快，产品非常好好，一直买他家的，客服服务非常好，关键是产品也非常的不错，值得推荐,维生素软糖*5 2021-01-21 11:27,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
178,物流很快，服务态度很好，质量不错，价格实惠，效果不错，值得购买或者推荐朋友一起,维生素软糖 2021-01-21 11:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
179,包装很精美，整整20颗，够吃十餐吧，就是糖果的味道，很好吃，舒缓压力,睡眠软糖 2021-01-20 21:32,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
180,收到后马上吃了两颗，味道还是不错的，不知道助眠效果怎么样，包装很精致特别，总体来说不错,餐前咀嚼糖 2021-01-20 13:03,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
181,包装很好看，收到就吃上了，很不错，甜甜的，最近忙新公司的事情，经常熬夜，作息不正常，来一颗非常有必要,维生素软糖 2021-01-20 11:39,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
182,塑料盒子包装很可爱，还送了小礼物，日期也是新鲜的，一共二十粒，老公说很好吃，比旺仔QQ糖还好吃，吃完心情开心又放松,餐前咀嚼糖 2021-01-20 10:45,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
183,好的！不错的宝贝儿,鼓掌软糖 2021-02-18 17:05,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
184,第二次购买了，味道不错，而且确实有一定效果，吃了把手机关机闭眼几分钟后就入睡了,牛磺酸气泡含片 2021-01-20 12:10,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
185,还行 几乎没有困感了,牛磺酸气泡含片 2021-03-04 15:54,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
186,提神醒脑，效果不错，使用方便,牛磺酸气泡含片 2021-03-03 22:08,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
187,独立包装，餐前两颗，食用便利。,餐前咀嚼糖 2021-03-02 23:38,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
188,效果的还是有点的，我是吃一粒，有困意，估计两粒正合适，我是不知道吃完有什么作用，所以我想的是还是循序渐进吧，还是先吃一颗,睡眠软糖 2021-03-02 12:53,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
189,吃点尾有点苦涩，开头像红牛感觉。感觉还不错，困了就吃一颗,牛磺酸气泡含片 2021-02-28 23:03,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
190,日期新鲜，味道好，不是很甜。一点点酸。酸甜适口。维生素C对皮肤好。补充补充。这次买的维生素C感觉很好，在用其它产品。鼓掌糖试试???,维生素软糖 2021-02-28 10:06,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
191,口感不错，有助眠效果！,睡眠软糖 2021-02-27 14:50,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
192,入口凉爽，对身体能量有补充作用。,牛磺酸气泡含片 2021-02-27 14:48,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
193,给儿子买的，发货快，就是价钱不便宜啊，现在的孩子真会花钱。,牛磺酸气泡含片 2021-02-25 12:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
194,"发货好快，颜值高的，可爱(づ ●─● )づ包装都挺精致的_(:з」∠)_商家用心了(?>?<?）～～
看颜值就知道要入手啦(づ ●─● )づ果真是新产品，之前一直没有接触过，看着成份都是好东西?( 'ω' )?",餐前咀嚼糖 2021-02-19 23:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
195,挺好的，针不戳，为了宁静都水水,牛磺酸气泡含片 2021-02-19 17:58,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
196,挺不错！味道挺好的！,牛磺酸气泡含片 2021-02-15 09:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
197,好吃熬夜眼睛不舒服吃一个挺好,明目软糖 2021-02-15 09:42,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
198,挺好。,睡眠软糖 2021-02-14 22:14,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
199,包装完好。能提神醒脑。,牛磺酸气泡含片 2021-02-13 19:46,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
200,新品尝试 期待效果 携带方便 口味不错,牛磺酸气泡含片 2021-02-11 09:43,JD.com,【Buff XBUFF X SLEEP】BUFF X SLEEP软糖GABA软糖无蔗糖哈欠糖果20粒*1盒【行情 报价 价格 评测】-京东,Sleep
